1,2023/5/15 ¤U¤È 02:12:53,ADB3QIJB,,0,N,N,N,N,N,N,D:\Program\1938LaserMarking230512\MainProject\bin\Debug\Report\2023-05\2023-05-15\14_12_47_573\2023-05-15_14_12_47_573.html,D:\Program\1938LaserMarking230512\MainProject\bin\Debug\Report\2023-05\2023-05-15\14_12_47_573\2023-05-15_14_12_47_573.JPG,D:\Program\1938LaserMarking230512\MainProject\bin\Debug\Report\2023-05\2023-05-15\14_12_47_573\2023-05-15_14_12_47_573.xml,,,,,,
2,2023/5/15 ¤U¤È 02:15:58,ADB3QIJB,,4,N,N,Y,N,Y,N,D:\Program\1938LaserMarking230512\MainProject\bin\Debug\Report\2023-05\2023-05-15\14_15_52_738\2023-05-15_14_15_52_738.html,D:\Program\1938LaserMarking230512\MainProject\bin\Debug\Report\2023-05\2023-05-15\14_15_52_738\2023-05-15_14_15_52_738.JPG,D:\Program\1938LaserMarking230512\MainProject\bin\Debug\Report\2023-05\2023-05-15\14_15_52_738\2023-05-15_14_15_52_738.xml,,,,,,
1,2023/5/15 ¤U¤È 02:20:03,ADB3QIJB,,2,N,N,N,N,Y,N,D:\Program\1938LaserMarking230512\MainProject\bin\Debug\Report\2023-05\2023-05-15\14_19_57_088\2023-05-15_14_19_57_088.html,D:\Program\1938LaserMarking230512\MainProject\bin\Debug\Report\2023-05\2023-05-15\14_19_57_088\2023-05-15_14_19_57_088.JPG,D:\Program\1938LaserMarking230512\MainProject\bin\Debug\Report\2023-05\2023-05-15\14_19_57_088\2023-05-15_14_19_57_088.xml,,,,,,
